id,source,title,url,authors,journal_citation,year,abstract
10.31083/j.rcm2507254,CrossRef,Changes in Epicardial Adipose Tissue Assessed by Chest CT in Breast Cancer Patients Receiving Adjuvant Chemotherapy with Anthracyclines and Trastuzumab,https://doi.org/10.31083/j.rcm2507254,"Yuyao Liu, Tingjian Zhang, Xiao Huang, Li Shen, Quan Yang",Reviews in Cardiovascular Medicine,2024,"Background: Cardiotoxicity (CTX) induced by adjuvant chemotherapy is a significant factor that impacts the prognosis and quality of life in breast cancer (BC) patients. In this study, we aimed to investigate the changes in epicardial adipose tissue (EAT) before and after treatment in BC patients who received anthracyclines adjuvant chemotherapy protocol (AC-T) and anthracyclines combined with trastuzumabadjuvant chemotherapy protocol (AC-TH). Additionally, we assessed whether there were any differences in the changes in EAT between the two groups of patients. Our objective was to examine the effects of anthracyclines and trastuzumab on EAT and determine the potential role of EAT changes on CTX. Methods: We reviewed female BC patients who were treated with adjuvant chemotherapy protocols of AC-T and AC-TH, all of whom underwent baseline (T0) and follow-up (T1) chest computed tomography (CT) and echocardiography. A cohort of healthy women, matched in age, underwent two chest CTs. EAT was quantified on chest CT using semi-automated software. CTX was defined as a &gt;10% reduction in left ventricular ejection fraction (LVEF) from baseline, with an absolute value of &lt;53%. Results: A total of 41 BC patients were included in the study, with 23 patients in the AC-T group and 18 patients in the AC-TH group. Additionally, 22 healthy females were included as the normal group. None of the BC patients developed CTX after chemotherapy. The age did not differ significantly between the normal group and the AC-T group (p = 0.341) or the AC-TH group (p = 0.853). Similarly, the body mass index (BMI) of the normal group was comparable to that of the AC-T group (p = 0.377, 0.346) and the AC-TH group (p = 0.148, 0.119) before and after chemotherapy. The EAT volume index (mL/kg/m2) was significantly higher in both the AC-T group (5.11 ± 1.85 vs. 4.34 ± 1.55, p &lt; 0.001) and the AC-TH group (4.53 ± 1.61 vs. 3.48 ± 1.62, p &lt; 0.001) at T1 compared with T0. In addition, both the AC-T group (–72.95 ± 5.01 vs. –71.22 ± 3.91, p = 0.005) and the AC-TH group (–72.55 ± 5.27 vs. –68.20 ± 5.98, p &lt; 0.001) exhibited a significant decrease in EAT radiodensity (HU) at T1 compared to T0. However, there was no significant difference observed in the normal group. At T0, no difference was seen in EAT volume index (4.34 ± 1.55 vs. 3.48 ± 1.62, p = 0.090) and radiodensity (–71.22 ± 3.91 vs. –68.20 ± 5.98, p = 0.059) between the AC-T and AC-TH groups. Similarly, at T1, there was still no significant difference observed in the EAT volume index (–5.11 ± 1.85 vs. 4.53 ± 1.61, p = 0.308) and radiodensity (–72.95 ± 5.00 vs. –72.54 ± 5.27, p = 0.802) between the two groups. Conclusions: BC patients who underwent AC-T and AC-TH adjuvant chemotherapy protocols demonstrated a significant rise in the volume index of EAT, along with a substantial reduction in its radiodensity post-chemotherapy. These findings indicate that alterations in EAT could potentially aid in identifying cardiac complications caused by chemotherapeutic agents and remind clinicians to focus on changes in EAT after adjuvant chemotherapy in BC patients to prevent the practical occurrence of CTX."
10.1007/978-94-009-7630-6_31,CrossRef,Cardiac Monitoring of Patients Receiving Anthracyclines,https://doi.org/10.1007/978-94-009-7630-6_31,M. R. Bristow,Anthracycline Antibiotics in Cancer Therapy,1982,No abstract available
10.1200/jco.2018.36.15_suppl.10072,CrossRef,Cardioprotective effect and safety of dexrazoxane in all breast cancer stages in patients treated with anthracyclines with or without trastuzumab: A systematic review and meta-analysis.,https://doi.org/10.1200/jco.2018.36.15_suppl.10072,"Ariane Macedo, Angelica Nogueira Rodrigues, Rafael Brant Costa, Antonio Luiz Pinho Ribeiro",Journal of Clinical Oncology,2018,No abstract available
10.3390/clinpract11030064,CrossRef,An Exploration of Heart Failure Risk in Breast Cancer Patients Receiving Anthracyclines with or without Trastuzumab in Thailand: A Retrospective Study,https://doi.org/10.3390/clinpract11030064,"Jukapun Yoodee, Aumkhae Sookprasert, Phitjira Sanguanboonyaphong, Suthan Chanthawong, Manit Seateaw, Suphat Subongkot",Clinics and Practice,2021,"Anthracycline-based regimens with or without anti-human epidermal growth factor receptor (HER) 2 agents such as trastuzumab are effective in breast cancer treatment. Nevertheless, heart failure (HF) has become a significant side effect of these regimens. This study aimed to investigate the incidence and factors associated with HF in breast cancer patients treated with anthracyclines with or without trastuzumab. A retrospective cohort study was performed in patients with breast cancer who were treated with anthracyclines with or without trastuzumab between 1 January 2014 and 31 December 2018. The primary outcome was the incidence of HF. The secondary outcome was the risk factors associated with HF by using the univariable and multivariable cox-proportional hazard model. A total of 475 breast cancer patients were enrolled with a median follow-up time of 2.88 years (interquartile range (IQR), 1.59–3.93). The incidence of HF was 3.2%, corresponding to an incidence rate of 11.1 per 1000 person-years. The increased risk of HF was seen in patients receiving a combination of anthracycline and trastuzumab therapy, patients treated with radiotherapy or palliative-intent chemotherapy, and baseline left ventricular ejection fraction &lt;65%, respectively. There were no statistically significant differences in other risk factors for HF, such as age, cardiovascular comorbidities, and cumulative doxorubicin dose. In conclusion, the incidence of HF was consistently high in patients receiving combination anthracyclines trastuzumab regimens. A reduced baseline left ventricular ejection fraction, radiotherapy, and palliative-intent chemotherapy were associated with an increased risk of HF. Intensive cardiac monitoring in breast cancer patients with an increased risk of HF should be advised to prevent undesired cardiac outcomes."
10.1093/eurheartj/ehae666.3218,CrossRef,Cardioprotective role of statins in breast cancer patients treated with anthracyclines and/or trastuzumab: a systematic review and meta-analysis,https://doi.org/10.1093/eurheartj/ehae666.3218,"S S P Lingamsetty, M Kritya, W Huang, S R Fatima, D M Gewehr, M Doma, S H Pastrana, M Hemdanieh, Z Naji, K Kuhar, F Martignoni",European Heart Journal,2024,"<jats:title>Abstract</jats:title>
               <jats:sec>
                  <jats:title>Background</jats:title>
                  Statins may have cardioprotective effects in patients undergoing cardiotoxic chemotherapy regimens. Yet, their role in mitigating anthracycline and/or trastuzumab-induced cardiotoxicity in patients with breast cancer remains unclear.
               </jats:sec>
               <jats:sec>
                  <jats:title>Purpose</jats:title>
                  To perform a systematic review and meta-analysis to evaluate the efficacy of statins in mitigating anthracycline and/or trastuzumab-induced cardiotoxicity among patients with breast cancer.
               </jats:sec>
               <jats:sec>
                  <jats:title>Methods</jats:title>
                  We systematically searched PubMed, Embase, and Cochrane databases until January 2024 for studies comparing the efficacy of statin therapy versus no statin therapy in breast cancer patients receiving either anthracyclines, trastuzumab, or both. Cardiotoxicity was defined as per the definition of each individual study. A random-effects model was used to assess pooled risk ratios (RR) and mean differences (MD) with corresponding 95% confidence intervals. Statistical analyses were performed using Review Manager version 5.4.1.
               </jats:sec>
               <jats:sec>
                  <jats:title>Results</jats:title>
                  We included five studies, of which two were randomised trials. The pooled population comprised 1,839 anthracyclines and/or trastuzumab-treated patients with breast cancer, of whom 864 (47%) received statin therapy. In the pooled analyses, cardiotoxicity was significantly lower in the statin therapy group as compared with the no statin therapy group (RR 0.45; 95% CI 0.27 to 0.72; p=0.001; Figure 1A), additionally statin therapy was associated with a significantly lower reduction in left ventricular ejection fraction as compared with no statin therapy (MD 4.11%; 95% CI 2.68 to 5.53; p&amp;lt;0.00001; Figure 1B).
               </jats:sec>
               <jats:sec>
                  <jats:title>Conclusion</jats:title>
                  In this meta-analysis, statin therapy in anthracyclines and/or trastuzumab-treated patients with breast cancer was associated with lower cardiotoxicity and decline in left ventricular ejection fraction.
               </jats:sec>"
10.1016/j.cjca.2018.11.028,CrossRef,Cardioprotective Effect of Statins in Patients With HER2-Positive Breast Cancer Receiving Trastuzumab Therapy,https://doi.org/10.1016/j.cjca.2018.11.028,"Oscar Calvillo-Argüelles, Husam Abdel-Qadir, Maria Michalowska, Filio Billia, Sivisan Suntheralingam, Eitan Amir, Paaladinesh Thavendiranathan",Canadian Journal of Cardiology,2019,No abstract available
10.1016/j.ctrv.2004.06.002,CrossRef,Evaluating the role of dexrazoxane as a cardioprotectant in cancer patients receiving anthracyclines,https://doi.org/10.1016/j.ctrv.2004.06.002,Pierre Pouillart,Cancer Treatment Reviews,2004,No abstract available
10.1016/j.amjcard.2021.07.001,CrossRef,Meta-analysis Evaluating the Use of Statins to attenuate Cardiotoxicity in Cancer Patients receiving Anthracyclines and Trastuzumab-based Chemotherapy,https://doi.org/10.1016/j.amjcard.2021.07.001,"Izza Shahid, Naser Yamani, Abraish Ali, Pankaj Kumar, Vincent Figueredo, Samuel Unzek, Farouk Mookadam",The American Journal of Cardiology,2021,No abstract available
10.32792/utq/utjmed/15/1/9,CrossRef,Left Ventricular Dysfunction in Breast Cancer Patients Receiving Trastuzumab: An Observational Study in a Cohort of Iraqi Breast Cancer Patients,https://doi.org/10.32792/utq/utjmed/15/1/9,Unknown,University of Thi-Qar Journal of Medicine,2019,No abstract available
10.3030/945118,CrossRef,,https://doi.org/10.3030/945118,Unknown,,2021,No abstract available
10.33425/2768-0436.1002,CrossRef,Anthracyclines and Trastuzumab-induced Cardiotoxicity in Breast Cancer Patients: Testing a Clinical Risk Score in the First Cardio-Oncology Unit in Morocco,https://doi.org/10.33425/2768-0436.1002,Unknown,Cardiology and Vascular Medicine,2021,No abstract available
10.1186/1532-429x-16-s1-p273,CrossRef,Regional myocardial edema detected by T2 mapping is a feature of cardiotoxicity in breast cancer patients receiving sequential therapy with anthracyclines and trastuzumab,https://doi.org/10.1186/1532-429x-16-s1-p273,"Paaladinesh Thavendiranathan, Eitan Amir, Philippe Bedard, Andrew Crean, Narinder Paul, Elsie T Nguyen, Bernd J Wintersperger",Journal of Cardiovascular Magnetic Resonance,2014,No abstract available
10.1016/j.critrevonc.2020.103006,CrossRef,The role of cardio-protective agents in cardio-preservation in breast cancer patients receiving Anthracyclines ± Trastuzumab: a Meta-analysis of clinical studies,https://doi.org/10.1016/j.critrevonc.2020.103006,"Hagar Elghazawy, Bhanu Prasad Venkatesulu, Vivek Verma, Bala Pushparaji, Dominique J. Monlezun, Konstantinos Marmagkiolis, Cezar A. Iliescu",Critical Reviews in Oncology/Hematology,2020,No abstract available
10.22541/au.161278751.19764242/v1,CrossRef,The identification of ketotifen as a novel cardioprotective agent in patients undergoing anthracyclines chemotherapy,https://doi.org/10.22541/au.161278751.19764242/v1,"hosny elewa, Naser elberay, Walaa Keshk, Hamada Abulkhair",,2021,"<jats:p id=""p1"">Objective: The present study aimed to investigate the possible
cardioprotective effects of ketotifen and to assess its activity as an
iron-chelating agent in patients receiving anthracyclines for the
treatment of breast cancer. Patients &amp; Methods: This was a randomized,
prospective, controlled clinical trial. One hundred eleven eligible
patients with breast cancer (age range, 30-60 years) were scheduled to
receive anthracyclines chemotherapy. The patients were divided into two
groups: Patients (n = 56) assigned to the ketotifen group received
ketotifen 1 mg three times daily for six consecutive cycles of
treatment, and patients assigned to the control group (n = 55) without
ketotifen treatment. The echocardiogram for each patient was recorded
two times at baseline and the end of the study. As well, blood samples
were collected from all patients. Results: The findings showed a
statistically significant reduction in the mean serum levels of common
cardiotoxicity accompanied biomarkers in the ketotifen group compared
with the control group (P ≤ 0.05). The mean serum levels of total
iron-binding capacity were significantly elevated in the ketotifen group
(P ≤ 0.001). There was a direct correlation between the mean serum
levels of iron and that of lactate dehydrogenase (LDH) (r = + 0.79). On
the other hand, there were indirect correlations between mean serum
levels of LDH and both the percentage of ejection fraction and the total
iron-binding capacity (r = - 0.69 and -0.697, respectively). Conclusion:
Oral administration of ketotifen appears to be efficient and safe as a
novel cardioprotective agent for the prevention of anthracyclines
induced cardiotoxicity. Additionally, ketotifen suggested a beneficial
effect in iron overload inducing diseases such as COVID-19."
10.1136/postgradmedj-2015-133535,CrossRef,Cardioprotective role of β-blockers and angiotensin antagonists in early-onset anthracyclines-induced cardiotoxicity in adult patients: a systematic review and meta-analysis,https://doi.org/10.1136/postgradmedj-2015-133535,"Seongseok Yun, Nicole D Vincelette, Ivo Abraham",Postgraduate Medical Journal,2015,"<jats:title>ABSTRACT</jats:title>
               <jats:sec>
                  <jats:title>Background</jats:title>
                  Anthracyclines are commonly used chemotherapeutic agents with proven efficacy in such malignancies as breast cancer, Hodgkin and non-Hodgkin lymphomas. These agents are associated with irreversible accumulative dose-related cardiomyopathy. Many agents have been examined to reduce cardiotoxicity risk.
               </jats:sec>
               <jats:sec>
                  <jats:title>Aims</jats:title>
                  We performed a systematic review and meta-analysis to determine the efficacy of β-blockers and angiotensin antagonists to prevent early-onset anthracyclines-induced left ventricular dysfunction and cardiac events.
               </jats:sec>
               <jats:sec>
                  <jats:title>Methods</jats:title>
                  Relevant articles were searched in PubMed, EMBASE and Cochrane database of systematic reviews up to July 2015. Eligible studies were limited to randomised controlled trials comparing the efficacy of cardioprotective agents (β-blocker and angiotensin antagonist) with control (either no treatment or placebo) in adult patients (age &amp;gt;18 years) treated with anthracyclines-based regimens.
               </jats:sec>
               <jats:sec>
                  <jats:title>Results</jats:title>
                  Pooled analysis showed an association of β-blockers and/or angiotensin antagonists treatment with higher post-chemotherapy left ventricular ejection fraction (LVEF) of 64.03% compared with 57.48% for control treatment. The mean difference estimate (95% CI) was 6.06% (0.54 to 11.58), p=0.03, with significant heterogeneity, I2 (95% CI)=96% (82.7 to 109.3). Though the point estimate for the relative rate of cardiac events was lower in the experimental arm, the difference was not statistically significant. In an exploratory subgroup analysis, the benefit of experimental agents on LVEF preservation was prominent in patients treated with higher accumulative dose of anthracyclines, but not in the lower dose group.
               </jats:sec>
               <jats:sec>
                  <jats:title>Conclusions</jats:title>
                  β-Blockers and angiotensin antagonists treatments were associated with better LVEF preservation, and the benefit was prominent in patients treated with higher anthracyclines accumulative dose. Unexplained heterogeneity remains, indicating the need for more controlled studies. This analysis provides some support for the routine use of β-blockers or angiotensin antagonists in patients undergoing anthracyclines treatment, especially when higher accumulative dose is expected.
               </jats:sec>"
10.1200/jco.2022.40.16_suppl.12090,CrossRef,Quantification of methylation-specific cardiomyocyte cell-free DNA as an early marker of cardiotoxicity in patients with breast cancer receiving anthracyclines and trastuzumab.,https://doi.org/10.1200/jco.2022.40.16_suppl.12090,"Zachary Ray Moore, Anthony Francis Yu, Jennifer Liu, Chau T. Dang, Kevin C. Oeffinger, Richard Steingart, Adam Schmitt",Journal of Clinical Oncology,2022,"12090  Background: There is currently no way to reliably predict which patients undergoing therapy for breast cancer will develop cardiotoxicity. An early biomarker of cardiotoxicity could provide opportunity for intervention prior to the appearance of gross abnormalities on echocardiogram (ECHO). A droplet digital PCR (ddPCR) assay for circulating cell-free DNA (cfDNA) can detect cfDNA released from dying cardiomyocytes with high sensitivity by differentiating cfDNA of cardiomyocyte origin based on the pattern of methylation specific to the cell type. Circulating cfDNA of cardiac origin was tested as an early biomarker of toxicity in patients who underwent breast cancer treatment while closely monitoring cardiac function in a prospective clinical trial. Methods: A cardiomyocyte methylation-specific quantitative ddPCR assay was tested in plasma samples from 29 patients who were part of a larger prospectively enrolled cohort of women who received anthracyclines and trastuzumab for HER2-positive breast cancer. Blood samples were tested from prior to doxorubicin and cyclophosphamide (AC) chemotherapy, two months later after completing AC and prior to trastuzumab, and every 3 months to 12 months post-treatment. Patients were assessed for clinical cardiotoxicity, defined as heart failure (NYHA class III/IV) or significant EF decline (&gt; = 10% to below 53% or &gt; = 16%) until completion of cancer therapy. The maximum detected level of cardiac cfDNA (copies per 500 µL plasma) was compared between those who experienced cardiotoxicity and those who did not by two-sided T-tests. Results are reported as mean +/- standard deviation. Results: At baseline, cardiac cfDNA levels were low (mean 1.1 +/- 2.4 copies). Of 29 patients, five developed clinical cardiotoxicity. The maximum number of cfDNA copies at any time point was elevated in patients who experienced cardiotoxicity compared to those who did not (mean of 20.6 +/- 7.3 copies versus 9.3 +/- 9.8 copies, p = 0.0216). Of the patients with cardiotoxicity, elevated cfDNA of greater than 10 copies was detected an average of 3.6 +/- 2.5 months prior to the onset of clinical cardiotoxicity. Conclusions: Methylation specific cardiac cfDNA shows promise as an early indicator of cardiotoxicity in patients treated with anthracyclines in this pilot study. A previously reported analysis in the levels of seven other biomarkers including high-sensitivity troponin I and NT-proBNP pre- versus post-treatment in the full cohort of 80 patients did not show any statistically significant associations with the development of cardiotoxicity, suggesting that cardiac cfDNA may be uniquely informative. Clinical trial information: NCT02177175."
10.1016/s0735-1097(18)31232-4,CrossRef,PROSPECTIVE EVALUATION OF CIRCULATING BIOMARKERS AS PREDICTORS OF CARDIOTOXICITY IN PATIENTS WITH HER2-POSITIVE BREAST CANCER RECEIVING ANTHRACYCLINES AND TRASTUZUMAB,https://doi.org/10.1016/s0735-1097(18)31232-4,"Anthony F. Yu, Andrea Knezevic, Chaya Moskowitz, Chau Dang, Lakshmi Ramanathan, Kevin Oeffinger, Jennifer Liu, Richard Steingart",Journal of the American College of Cardiology,2018,No abstract available
10.1177/1043454214554008,CrossRef,Dexrazoxane,https://doi.org/10.1177/1043454214554008,Vivian Wu,Journal of Pediatric Oncology Nursing,2014,"Anthracyclines are a fundamental part of many childhood cancer therapy regimens; however, the discovery of anthracycline-induced cardiotoxicity has raised concern and led to dose limitation. The cardiotoxicity of anthracyclines has resulted in an increased demand for cardioprotectants. Dexrazoxane is the only cardioprotectant that has proven efficacy in reducing cardiotoxic effects when given prior to the administration of anthracyclines. Currently, it is still considered an “off-label” use due to a paucity of data in the literature on dexrazoxane administration in children. Nevertheless, through evaluation of the available data, dexrazoxane is observed to be safe, tolerable, and efficacious in mitigating the cardiotoxic effects of anthracycline in children, without jeopardizing its antineoplastic activity or increasing the risk of developing secondary malignant neoplasms."
10.33552/acrci.2018.01.000506,CrossRef,Defining Fingerprint Pattern of Cardiotoxicity and Targeting Specific Underlying Mechanisms of Cardiotoxicity Could be the Way for Successful Cardioprotective Measures in Paediatric Cancer Patients Treated with Anthracyclines,https://doi.org/10.33552/acrci.2018.01.000506,Amani E Khalifa,Advances in Cancer Research &amp; Clinical Imaging,2018,No abstract available
